Cohort,Age,Exposure
1958,18,332424.47
1958,19,331390.19
1958,20,330357.36
1958,21,329788.14
1958,22,329295.09
1958,23,328830.42
1958,24,328233.03
1958,25,327670.63
1958,26,327220.65
1958,27,326707.51
1958,28,326067.72
1958,29,325199.42
1958,30,326780.9
1958,31,325900.6
1958,32,325009.64
1958,33,324101.51
1958,34,323167.54
1958,35,322226.09
1958,36,321273.62
1958,37,320285.16
1958,38,319268.7
1958,39,318230.74
1958,40,317120.27
1958,41,315974.31
1958,42,316319.84
1958,43,316893
1958,44,315982
1958,45,315063.83
1958,46,314115
1958,47,313011
1958,48,311843.5
1958,49,310619
1958,50,309318.17
1958,51,308207.67
1958,52,307096.83
1958,53,305839.83
1958,54,304224.67
1958,55,302537.66
1959,12,319255.66
1959,13,317850.26
1959,14,316445.27
1959,15,315029.2
1959,16,313593.32
1959,17,312148.68
1959,18,310696.36
1959,19,309235.84
1959,20,308682.62
1959,21,308253.99
1959,22,307818.51
1959,23,307278.77
1959,24,306769.95
1959,25,306343.11
1959,26,305824.48
1959,27,305220.41
1959,28,304459.23
1959,29,308249.48
1959,30,307908.75
1959,31,307549.18
1959,32,307168.45
1959,33,306775.88
1959,34,306349.31
1959,35,305917.24
1959,36,305480.18
1959,37,305016.77
1959,38,304512.04
1959,39,303977.47
1959,40,303402.4
1959,41,304251.08
1959,42,304935.17
1959,43,304065
1959,44,303241.67
1959,45,302399.17
1959,46,301463.67
1959,47,300382.17
1959,48,299182.17
1959,49,297991.67
1959,50,297010.17
1959,51,295945.17
1959,52,294821.83
1959,53,293428
1959,54,291977
1959,55,290445.17
1960,12,303387.64
1960,13,302674.11
1960,14,301967.56
1960,15,301232.88
1960,16,300492.06
1960,17,299747.3
1960,18,298981.41
1960,19,298437.74
1960,20,298078.8
1960,21,297647.44
1960,22,297161.46
1960,23,296714.15
1960,24,296349.33
1960,25,295870.07
1960,26,295301.76
1960,27,294664.86
1960,28,294819.75
1960,29,293951.81
1960,30,293074.54
1960,31,292183.76
1960,32,291285.16
1960,33,290387.55
1960,34,289448.11
1960,35,288496.17
1960,36,287519.39
1960,37,286498.45
1960,38,285482.34
1960,39,284437.9
1960,40,284674.06
1960,41,285239.33
1960,42,284518.33
1960,43,283709
1960,44,282970.33
1960,45,282114.67
1960,46,281133
1960,47,280059
1960,48,278990
1960,49,278132.67
1960,50,277250.5
1960,51,276306.33
1960,52,275051.33
1960,53,273812
1960,54,272438.83
1960,55,271012.33
1961,12,280870.29
1961,13,280591.46
1961,14,280297.47
1961,15,279995.89
1961,16,279692.56
1961,17,279370.72
1961,18,278855.38
1961,19,278535.35
1961,20,278137.58
1961,21,277716.25
1961,22,277310.76
1961,23,276972.86
1961,24,276591.21
1961,25,276113.37
1961,26,275475.4
1961,27,271786.49
1961,28,271359.04
1961,29,270912.59
1961,30,270429.47
1961,31,269977.01
1961,32,269500.22
1961,33,269016.93
1961,34,268506.31
1961,35,268003.69
1961,36,267486.4
1961,37,266923.28
1961,38,266344.83
1961,39,267077.35
1961,40,267779.67
1961,41,267094.33
1961,42,266457.33
1961,43,265733.17
1961,44,264919.33
1961,45,264036.67
1961,46,263151.83
1961,47,262208.33
1961,48,261522.83
1961,49,260765.83
1961,50,259985.67
1961,51,258923.95
1961,52,257777.23
1961,53,256580.33
1961,54,255338.78
1961,55,254052.06
1962,12,270614.49
1962,13,270624.48
1962,14,270626.52
1962,15,270618.47
1962,16,270602.69
1962,17,270108.73
1962,18,269833.99
1962,19,269477.97
1962,20,269108.19
1962,21,268733.18
1962,22,268445.38
1962,23,268113.05
1962,24,267681.23
1962,25,267171.64
1962,26,263750.53
1962,27,263033.31
1962,28,262316.59
1962,29,261592.21
1962,30,260854.16
1962,31,260123.93
1962,32,259366.21
1962,33,258587.66
1962,34,257825.28
1962,35,257026.05
1962,36,256212.84
1962,37,255365.45
1962,38,255825.7
1962,39,256565.67
1962,40,255961.17
1962,41,255381
1962,42,254770
1962,43,254040
1962,44,253175
1962,45,252295.33
1962,46,251463.67
1962,47,250840.5
1962,48,250214.83
1962,49,249504.17
1962,50,248485.73
1962,51,247449.44
1962,52,246390.5
1962,53,245312.89
1962,54,244137.78
1962,55,242878.5
1963,12,267984.38
1963,13,268127.66
1963,14,268258.74
1963,15,268381.55
1963,16,267943.81
1963,17,267700.18
1963,18,267377.91
1963,19,267020.34
1963,20,266706.55
1963,21,266458.7
1963,22,266151.91
1963,23,265784.98
1963,24,265318.96
1963,25,259104.62
1963,26,258508.23
1963,27,257885.68
1963,28,257253.46
1963,29,256620.74
1963,30,255991.68
1963,31,255355.8
1963,32,254716.24
1963,33,254056.86
1963,34,253401.8
1963,35,252714.75
1963,36,252007.7
1963,37,252552.24
1963,38,253323.17
1963,39,252735.33
1963,40,252227
1963,41,251717
1963,42,251110.17
1963,43,250302.17
1963,44,249521
1963,45,248709.5
1963,46,248139.5
1963,47,247576.83
1963,48,246951.17
1963,49,246027.78
1963,50,245080.89
1963,51,244094.5
1963,52,243038.28
1963,53,241952.39
1963,54,240792.17
1963,55,239538.11
1964,12,258398.95
1964,13,258166.09
1964,14,257926.67
1964,15,257540.61
1964,16,257254.06
1964,17,256961.73
1964,18,256653.03
1964,19,256360.74
1964,20,256113.16
1964,21,255853.68
1964,22,255535.44
1964,23,255152.36
1964,24,252321.12
1964,25,251720.25
1964,26,251111.53
1964,27,250502.98
1964,28,249875.11
1964,29,249254.89
1964,30,248626.52
1964,31,248000.97
1964,32,247357.58
1964,33,246698.21
1964,34,246041.83
1964,35,245364.79
1964,36,245912.54
1964,37,246713
1964,38,246183.67
1964,39,245649.17
1964,40,245176.5
1964,41,244603
1964,42,243896.33
1964,43,243144.83
1964,44,242375.83
1964,45,241835.5
1964,46,241271.33
1964,47,240695
1964,48,239857.61
1964,49,238998.56
1964,50,238085.16
1964,51,237105.45
1964,52,236084.89
1964,53,235061.34
1964,54,233986.44
1964,55,232827.73
1965,12,251005
1965,13,250701.19
1965,14,250330.69
1965,15,250069.13
1965,16,249784.36
1965,17,249513.86
1965,18,249260.94
1965,19,249073.04
1965,20,248841.46
1965,21,248579.65
1965,22,248244.49
1965,23,244350.27
1965,24,243883.5
1965,25,243415.73
1965,26,242948.12
1965,27,242487.01
1965,28,242019.07
1965,29,241550.8
1965,30,241072.7
1965,31,240591.6
1965,32,240100.99
1965,33,239601.88
1965,34,239098.94
1965,35,239780.17
1965,36,240537.83
1965,37,240038.67
1965,38,239607.67
1965,39,239138.5
1965,40,238619.5
1965,41,237950.83
1965,42,237221.5
1965,43,236459.83
1965,44,235967.17
1965,45,235489.33
1965,46,235000.5
1965,47,234266.67
1965,48,233482.83
1965,49,232656.33
1965,50,231775.33
1965,51,230847.83
1965,52,229880.33
1965,53,228862.83
1965,54,227760.17
1965,55,226513.33
1966,12,245817.5
1966,13,245480.61
1966,14,245204.58
1966,15,244960.91
1966,16,244666.82
1966,17,244451.08
1966,18,244271.84
1966,19,244109.6
1966,20,243863.91
1966,21,243545.48
1966,22,238292.73
1966,23,237997.37
1966,24,237711.34
1966,25,237412.97
1966,26,237107.95
1966,27,236817.42
1966,28,236500.39
1966,29,236177.2
1966,30,235847.83
1966,31,235531.8
1966,32,235206.78
1966,33,234871.42
1966,34,235945.61
1966,35,236970.83
1966,36,236508.5
1966,37,236095.17
1966,38,235691.33
1966,39,235217.5
1966,40,234594.83
1966,41,233900.5
1966,42,233207.67
1966,43,232784.17
1966,44,232359.67
1966,45,231911.5
1966,46,231220.33
1966,47,230500.67
1966,48,229714.83
1966,49,228913.83
1966,50,228096.67
1966,51,227207.5
1966,52,226252.66
1966,53,225269.5
1966,54,224099.17
1966,55,223101.33
1967,12,241787.21
1967,13,241570.4
1967,14,241353.4
1967,15,241085.75
1967,16,240877.51
1967,17,240712.77
1967,18,240535.79
1967,19,240336.12
1967,20,240077.77
1967,21,234513.17
1967,22,234338.29
1967,23,234184.26
1967,24,234010.88
1967,25,233860.35
1967,26,233703.3
1967,27,233523.1
1967,28,233345.39
1967,29,233174.53
1967,30,232996.15
1967,31,232811.12
1967,32,232613.57
1967,33,233820.6
1967,34,234899.67
1967,35,234468
1967,36,234108.17
1967,37,233783.17
1967,38,233361.67
1967,39,232746
1967,40,232140.17
1967,41,231459.5
1967,42,231051.17
1967,43,230621.83
1967,44,230167.33
1967,45,229541.72
1967,46,228872.94
1967,47,228181
1967,48,227401.39
1967,49,226624.44
1967,50,225777.83
1967,51,224913.23
1967,52,224015.11
1967,53,222990.67
1967,54,222074.83
1967,55,.
1968,12,246186.62
1968,13,245977.71
1968,14,245749.21
1968,15,245518.17
1968,16,245351.59
1968,17,245220.53
1968,18,245021.22
1968,19,244789.89
1968,20,238288.26
1968,21,237926.61
1968,22,237568.45
1968,23,237224.79
1968,24,236870.14
1968,25,236525.64
1968,26,236179.32
1968,27,235826.84
1968,28,235465.01
1968,29,235096.85
1968,30,234731.2
1968,31,234357.37
1968,32,235393.27
1968,33,236480.5
1968,34,236096
1968,35,235737.33
1968,36,235425.33
1968,37,235035.83
1968,38,234475.33
1968,39,233917.67
1968,40,233298.67
1968,41,232900.17
1968,42,232492.83
1968,43,232053.17
1968,44,231447.39
1968,45,230826.44
1968,46,230176
1968,47,229487.22
1968,48,228738.44
1968,49,227960
1968,50,227152.73
1968,51,226286.78
1968,52,225295.17
1968,53,224471
1968,54,.
1968,55,.
1969,12,245636.09
1969,13,245397.84
1969,14,245165.83
1969,15,245026.37
1969,16,244868.96
1969,17,244698.74
1969,18,244479.33
1969,19,239004.64
1969,20,238920.37
1969,21,238831.43
1969,22,238743.66
1969,23,238666.21
1969,24,238575.77
1969,25,238493.16
1969,26,238413.72
1969,27,238340.77
1969,28,238257.84
1969,29,238163.4
1969,30,238067.45
1969,31,239419.84
1969,32,240526
1969,33,240116.33
1969,34,239775
1969,35,239463.33
1969,36,239088.17
1969,37,238523
1969,38,237926.17
1969,39,237313.17
1969,40,236927
1969,41,236571.17
1969,42,236164
1969,43,235615.83
1969,44,235063
1969,45,234496.33
1969,46,233889.33
1969,47,233245.5
1969,48,232546.33
1969,49,231813.17
1969,50,231015.17
1969,51,230126.33
1969,52,229390.67
1969,53,.
1969,54,.
1969,55,.
1970,12,255399.29
1970,13,255189.38
1970,14,255062.13
1970,15,254913.24
1970,16,254737.35
1970,17,254519.17
1970,18,255796.84
1970,19,254962.41
1970,20,254133.64
1970,21,253283.38
1970,22,252431.28
1970,23,251594.19
1970,24,250765.76
1970,25,249926.83
1970,26,249090.73
1970,27,248230.98
1970,28,247369.21
1970,29,246508.78
1970,30,247134.68
1970,31,248306.17
1970,32,247950.5
1970,33,247642
1970,34,247367.83
1970,35,247009.5
1970,36,246430.83
1970,37,245882
1970,38,245283.83
1970,39,244910.67
1970,40,244559
1970,41,244172
1970,42,243626.61
1970,43,243066.56
1970,44,242487.5
1970,45,241908.78
1970,46,241273.89
1970,47,240616.5
1970,48,239910.27
1970,49,239160.55
1970,50,238281.33
1970,51,237548.67
1970,52,.
1970,53,.
1970,54,.
1970,55,.
1971,12,260838.04
1971,13,260694.61
1971,14,260568.39
1971,15,260379.25
1971,16,260131.52
1971,17,265002.68
1971,18,264025.52
1971,19,263056.2
1971,20,262072.21
1971,21,261092.55
1971,22,260127.9
1971,23,259175.74
1971,24,258218.25
1971,25,257244.93
1971,26,256278.27
1971,27,255310.78
1971,28,254336.63
1971,29,254998.48
1971,30,256364
1971,31,255998.83
1971,32,255691.5
1971,33,255445.33
1971,34,255101
1971,35,254565.67
1971,36,254046.83
1971,37,253474
1971,38,253139
1971,39,252817.33
1971,40,252422.67
1971,41,251930.67
1971,42,251442.83
1971,43,250941.83
1971,44,250387.67
1971,45,249799.67
1971,46,249168.33
1971,47,248504.83
1971,48,247772.33
1971,49,246972.17
1971,50,246227
1971,51,.
1971,52,.
1971,53,.
1971,54,.
1971,55,.
1972,12,276337.64
1972,13,276178.39
1972,14,275972.34
1972,15,275722.74
1972,16,278477.61
1972,17,277167.5
1972,18,275835.56
1972,19,274487.11
1972,20,273159.68
1972,21,271838.57
1972,22,270510.29
1972,23,269198.69
1972,24,267884.92
1972,25,266589.14
1972,26,265282.71
1972,27,263966.43
1972,28,264354.66
1972,29,265722.5
1972,30,265358.17
1972,31,265047.17
1972,32,264766.5
1972,33,264392
1972,34,263870.83
1972,35,263348
1972,36,262752.67
1972,37,262422.17
1972,38,262084.33
1972,39,261734.83
1972,40,261305.06
1972,41,260857.28
1972,42,260380.84
1972,43,259880.39
1972,44,259331.11
1972,45,258749.33
1972,46,258146.89
1972,47,257513.94
1972,48,256802
1972,49,256126.17
1972,50,.
1972,51,.
1972,52,.
1972,53,.
1972,54,.
1972,55,.
1973,12,282129.73
1973,13,281951.82
1973,14,281659.86
1973,15,289055.61
1973,16,287708.44
1973,17,286362.11
1973,18,284999.44
1973,19,283616.45
1973,20,282245.62
1973,21,280893.12
1973,22,279527.95
1973,23,278174.96
1973,24,276809.46
1973,25,275445.63
1973,26,274087.3
1973,27,274509.07
1973,28,275914.83
1973,29,275552
1973,30,275226.17
1973,31,274958
1973,32,274635
1973,33,274058.83
1973,34,273518.17
1973,35,272925.67
1973,36,272600.33
1973,37,272278
1973,38,271927.67
1973,39,271496.28
1973,40,271052.05
1973,41,270591.16
1973,42,270088.27
1973,43,269572.39
1973,44,269011.67
1973,45,268399.78
1973,46,267771.22
1973,47,267102
1973,48,266489.67
1973,49,.
1973,50,.
1973,51,.
1973,52,.
1973,53,.
1973,54,.
1973,55,.
1974,12,293345.72
1974,13,293092.72
1974,14,293910.48
1974,15,293047
1974,16,292161.86
1974,17,291263.22
1974,18,290369.73
1974,19,289467.09
1974,20,288563.28
1974,21,287681.97
1974,22,286802.49
1974,23,285926.35
1974,24,285039.04
1974,25,284143.72
1974,26,285099.79
1974,27,286596
1974,28,286206.67
1974,29,285817.17
1974,30,285543.17
1974,31,285166.5
1974,32,284571.83
1974,33,284031.17
1974,34,283410.5
1974,35,283075.33
1974,36,282721.83
1974,37,282353.33
1974,38,281940.16
1974,39,281520
1974,40,281062
1974,41,280607.16
1974,42,280133
1974,43,279596.83
1974,44,279044.83
1974,45,278439.17
1974,46,277794.83
1974,47,277184.17
1974,48,.
1974,49,.
1974,50,.
1974,51,.
1974,52,.
1974,53,.
1974,54,.
1974,55,.
1975,12,306955.66
1975,13,306485.63
1975,14,305492.76
1975,15,304485.89
1975,16,303462.85
1975,17,302425.98
1975,18,301391.43
1975,19,300348.9
1975,20,299321.19
1975,21,298303.99
1975,22,297273.45
1975,23,296237.91
1975,24,295208.7
1975,25,296105.67
1975,26,297641.67
1975,27,297302.67
1975,28,296974.83
1975,29,296700.67
1975,30,296330
1975,31,295682.17
1975,32,295127.5
1975,33,294532
1975,34,294175.67
1975,35,293824.17
1975,36,293475.33
1975,37,293102.5
1975,38,292695.33
1975,39,292296.83
1975,40,291859.17
1975,41,291401.33
1975,42,290927.83
1975,43,290442.84
1975,44,289911.66
1975,45,289286.67
1975,46,288669.83
1975,47,.
1975,48,.
1975,49,.
1975,50,.
1975,51,.
1975,52,.
1975,53,.
1975,54,.
1975,55,.
1976,12,314942.63
1976,13,314001.96
1976,14,313051.96
1976,15,312090.45
1976,16,311130.62
1976,17,310156.78
1976,18,309161.95
1976,19,308177.78
1976,20,307192.62
1976,21,306221.44
1976,22,305241.27
1976,23,304264.61
1976,24,305901.39
1976,25,308158.67
1976,26,307761
1976,27,307417.17
1976,28,307119.83
1976,29,306779.17
1976,30,306059.17
1976,31,305476.33
1976,32,304840.67
1976,33,304490.83
1976,34,304200
1976,35,303864
1976,36,303503.06
1976,37,303139.44
1976,38,302726.34
1976,39,302306.55
1976,40,301869.45
1976,41,301418
1976,42,300958.06
1976,43,300443.61
1976,44,299871.17
1976,45,299338.83
1976,46,.
1976,47,.
1976,48,.
1976,49,.
1976,50,.
1976,51,.
1976,52,.
1976,53,.
1976,54,.
1976,55,.
1977,12,310061.73
1977,13,309341.94
1977,14,308611.32
1977,15,307880.37
1977,16,307118.25
1977,17,306356.96
1977,18,305607.85
1977,19,304860.06
1977,20,304110.61
1977,21,303364.99
1977,22,302595.03
1977,23,304449.29
1977,24,306690
1977,25,306264.83
1977,26,305956.17
1977,27,305669.83
1977,28,305270
1977,29,304507.33
1977,30,303912.17
1977,31,303331.67
1977,32,302984.83
1977,33,302682
1977,34,302348.5
1977,35,302001.89
1977,36,301618.11
1977,37,301234.34
1977,38,300854.55
1977,39,300441.45
1977,40,299991.33
1977,41,299518.22
1977,42,299028.44
1977,43,298448.67
1977,44,297971.83
1977,45,.
1977,46,.
1977,47,.
1977,48,.
1977,49,.
1977,50,.
1977,51,.
1977,52,.
1977,53,.
1977,54,.
1977,55,.
1978,12,315555.19
1978,13,314486.16
1978,14,313418.8
1978,15,312346.11
1978,16,311244.42
1978,17,310117.23
1978,18,308985.2
1978,19,307854.68
1978,20,306733.16
1978,21,305626.3
1978,22,307150.55
1978,23,309453.17
1978,24,309069.17
1978,25,308693.33
1978,26,308427.17
1978,27,308056.5
1978,28,307273.67
1978,29,306760.17
1978,30,306181.5
1978,31,305816.17
1978,32,305499.33
1978,33,305152
1978,34,304802.11
1978,35,304457.39
1978,36,304093.83
1978,37,303704.61
1978,38,303317.73
1978,39,302907.67
1978,40,302463.45
1978,41,302005.06
1978,42,301490.5
1978,43,300993.33
1978,44,.
1978,45,.
1978,46,.
1978,47,.
1978,48,.
1978,49,.
1978,50,.
1978,51,.
1978,52,.
1978,53,.
1978,54,.
1978,55,.
1979,12,320535.24
1979,13,319739.14
1979,14,318949.73
1979,15,318143.8
1979,16,317315.38
1979,17,316488.29
1979,18,315648.04
1979,19,314810.45
1979,20,313979.03
1979,21,315852.14
1979,22,318185.83
1979,23,317751.5
1979,24,317432.83
1979,25,317110.5
1979,26,316655.33
1979,27,315646.17
1979,28,315076.5
1979,29,314505.83
1979,30,314183.67
1979,31,313878.17
1979,32,313480.83
1979,33,313118.61
1979,34,312767.89
1979,35,312394.66
1979,36,311991.94
1979,37,311566.22
1979,38,311137.17
1979,39,310668.11
1979,40,310193.39
1979,41,309693.5
1979,42,309257.17
1979,43,.
1979,44,.
1979,45,.
1979,46,.
1979,47,.
1979,48,.
1979,49,.
1979,50,.
1979,51,.
1979,52,.
1979,53,.
1979,54,.
1979,55,.
1980,12,324234.01
1980,13,323292.23
1980,14,322332.29
1980,15,321352.51
1980,16,320359.39
1980,17,319361.61
1980,18,318361.17
1980,19,317354.39
1980,20,319085.97
1980,21,321440.17
1980,22,321049.17
1980,23,320717.67
1980,24,320428.83
1980,25,320023.5
1980,26,318964
1980,27,318372.17
1980,28,317833.17
1980,29,317518.17
1980,30,317181.5
1980,31,316831.67
1980,32,316442.11
1980,33,316060.22
1980,34,315668
1980,35,315270.11
1980,36,314836.06
1980,37,314364.67
1980,38,313898.11
1980,39,313411.89
1980,40,312885
1980,41,312477.67
1980,42,.
1980,43,.
1980,44,.
1980,45,.
1980,46,.
1980,47,.
1980,48,.
1980,49,.
1980,50,.
1980,51,.
1980,52,.
1980,53,.
1980,54,.
1980,55,.
1981,12,319534.06
1981,13,319127.88
1981,14,318705.87
1981,15,318276.35
1981,16,317829.34
1981,17,317381.33
1981,18,316930.15
1981,19,316049.99
1981,20,315295.67
1981,21,314900.17
1981,22,314553
1981,23,314262.17
1981,24,313903.5
1981,25,312858.5
1981,26,312259
1981,27,311691
1981,28,311393.83
1981,29,311151.33
1981,30,310854.83
1981,31,310468
1981,32,310066.16
1981,33,309669
1981,34,309253.17
1981,35,308816.83
1981,36,308376
1981,37,307912.17
1981,38,307438.66
1981,39,306913.5
1981,40,306531.83
1981,41,.
1981,42,.
1981,43,.
1981,44,.
1981,45,.
1981,46,.
1981,47,.
1981,48,.
1981,49,.
1981,50,.
1981,51,.
1981,52,.
1981,53,.
1981,54,.
1981,55,.
1982,12,332672.59
1982,13,332119.48
1982,14,331567.37
1982,15,331006.76
1982,16,330428.65
1982,17,329829.87
1982,18,328791.71
1982,19,328019.5
1982,20,327608.5
1982,21,327277.5
1982,22,327009
1982,23,326627.5
1982,24,325655.83
1982,25,325137.67
1982,26,324594.17
1982,27,324330
1982,28,324063.67
1982,29,323747.83
1982,30,323300.94
1982,31,322845.89
1982,32,322383.33
1982,33,321923.77
1982,34,321448.39
1982,35,320958.67
1982,36,320461.95
1982,37,319912.89
1982,38,319338
1982,39,318983
1982,40,.
1982,41,.
1982,42,.
1982,43,.
1982,44,.
1982,45,.
1982,46,.
1982,47,.
1982,48,.
1982,49,.
1982,50,.
1982,51,.
1982,52,.
1982,53,.
1982,54,.
1982,55,.
1983,12,342109.57
1983,13,341854.21
1983,14,341590.84
1983,15,341329.81
1983,16,341049.27
1983,17,340299.45
1983,18,339548.33
1983,19,339186.5
1983,20,338848.33
1983,21,338522.17
1983,22,338123.67
1983,23,337292.5
1983,24,336779.33
1983,25,336219.33
1983,26,335998.33
1983,27,335746.83
1983,28,335369.33
1983,29,334880.5
1983,30,334391.66
1983,31,333909
1983,32,333413.84
1983,33,332893.16
1983,34,332369.83
1983,35,331819.5
1983,36,331285.5
1983,37,330688.5
1983,38,330291
1983,39,.
1983,40,.
1983,41,.
1983,42,.
1983,43,.
1983,44,.
1983,45,.
1983,46,.
1983,47,.
1983,48,.
1983,49,.
1983,50,.
1983,51,.
1983,52,.
1983,53,.
1983,54,.
1983,55,.
1984,12,331114.75
1984,13,330745.2
1984,14,330366.63
1984,15,329973.91
1984,16,329140.35
1984,17,328390
1984,18,327997.83
1984,19,327649.33
1984,20,327318.33
1984,21,326917.17
1984,22,326127.83
1984,23,325655.17
1984,24,325223.83
1984,25,325026.83
1984,26,324818.5
1984,27,324536
1984,28,324096.72
1984,29,323653.28
1984,30,323206.34
1984,31,322763.06
1984,32,322297.61
1984,33,321810.83
1984,34,321307.55
1984,35,320805.78
1984,36,320251.83
1984,37,319960.17
1984,38,.
1984,39,.
1984,40,.
1984,41,.
1984,42,.
1984,43,.
1984,44,.
1984,45,.
1984,46,.
1984,47,.
1984,48,.
1984,49,.
1984,50,.
1984,51,.
1984,52,.
1984,53,.
1984,54,.
1984,55,.
1985,12,320629.53
1985,13,320296.24
1985,14,319953.96
1985,15,319189.09
1985,16,318455
1985,17,318083
1985,18,317785
1985,19,317486
1985,20,317132
1985,21,316391
1985,22,315917
1985,23,315508
1985,24,315320
1985,25,315121
1985,26,314907
1985,27,314496.78
1985,28,314063.56
1985,29,313623.33
1985,30,313175.11
1985,31,312714.89
1985,32,312252.67
1985,33,311786.44
1985,34,311296.22
1985,35,310745
1985,36,310450
1985,37,.
1985,38,.
1985,39,.
1985,40,.
1985,41,.
1985,42,.
1985,43,.
1985,44,.
1985,45,.
1985,46,.
1985,47,.
1985,48,.
1985,49,.
1985,50,.
1985,51,.
1985,52,.
1985,53,.
1985,54,.
1985,55,.
1986,12,300321.97
1986,13,300035.29
1986,14,300321.68
1986,15,300683
1986,16,300359
1986,17,300064
1986,18,299820
1986,19,299501
1986,20,298916
1986,21,298459
1986,22,298091
1986,23,297947
1986,24,297782
1986,25,297582
1986,26,297163.89
1986,27,296738.78
1986,28,296305.67
1986,29,295873.56
1986,30,295419.44
1986,31,294964.33
1986,32,294500.22
1986,33,294028.11
1986,34,293527
1986,35,293269
1986,36,.
1986,37,.
1986,38,.
1986,39,.
1986,40,.
1986,41,.
1986,42,.
1986,43,.
1986,44,.
1986,45,.
1986,46,.
1986,47,.
1986,48,.
1986,49,.
1986,50,.
1986,51,.
1986,52,.
1986,53,.
1986,54,.
1986,55,.
1987,12,285458.42
1987,13,286307.58
1987,14,286632
1987,15,286353
1987,16,286124
1987,17,285887
1987,18,285634
1987,19,285189
1987,20,284745
1987,21,284378
1987,22,284210
1987,23,284062
1987,24,283899
1987,25,283460
1987,26,283008
1987,27,282559
1987,28,282115
1987,29,281643
1987,30,281173
1987,31,280695
1987,32,280196
1987,33,279715
1987,34,279465
1987,35,.
1987,36,.
1987,37,.
1987,38,.
1987,39,.
1987,40,.
1987,41,.
1987,42,.
1987,43,.
1987,44,.
1987,45,.
1987,46,.
1987,47,.
1987,48,.
1987,49,.
1987,50,.
1987,51,.
1987,52,.
1987,53,.
1987,54,.
1987,55,.
1988,12,281307.03
1988,13,281684
1988,14,281429
1988,15,281185
1988,16,280931
1988,17,280685
1988,18,280352
1988,19,279951
1988,20,279550
1988,21,279400
1988,22,279259
1988,23,279097
1988,24,278702.56
1988,25,278321.11
1988,26,277916.67
1988,27,277524.22
1988,28,277138.78
1988,29,276722.33
1988,30,276311.89
1988,31,275919.44
1988,32,275483
1988,33,275304
1988,34,.
1988,35,.
1988,36,.
1988,37,.
1988,38,.
1988,39,.
1988,40,.
1988,41,.
1988,42,.
1988,43,.
1988,44,.
1988,45,.
1988,46,.
1988,47,.
1988,48,.
1988,49,.
1988,50,.
1988,51,.
1988,52,.
1988,53,.
1988,54,.
1988,55,.
1989,12,272011
1989,13,271800
1989,14,271609
1989,15,271437
1989,16,271206
1989,17,270912
1989,18,270583
1989,19,270214
1989,20,270075
1989,21,269926
1989,22,269787
1989,23,269459.67
1989,24,269134.33
1989,25,268813
1989,26,268506.67
1989,27,268174.33
1989,28,267851
1989,29,267518.67
1989,30,267161.33
1989,31,266797
1989,32,266622
1989,33,.
1989,34,.
1989,35,.
1989,36,.
1989,37,.
1989,38,.
1989,39,.
1989,40,.
1989,41,.
1989,42,.
1989,43,.
1989,44,.
1989,45,.
1989,46,.
1989,47,.
1989,48,.
1989,49,.
1989,50,.
1989,51,.
1989,52,.
1989,53,.
1989,54,.
1989,55,.
1990,12,269031
1990,13,268878
1990,14,268704
1990,15,268527
1990,16,268225
1990,17,267905
1990,18,267594
1990,19,267488
1990,20,267395
1990,21,267252
1990,22,266986.78
1990,23,266735.56
1990,24,266474.33
1990,25,266219.11
1990,26,265956.89
1990,27,265694.67
1990,28,265404.44
1990,29,265129.22
1990,30,264838
1990,31,264665
1990,32,.
1990,33,.
1990,34,.
1990,35,.
1990,36,.
1990,37,.
1990,38,.
1990,39,.
1990,40,.
1990,41,.
1990,42,.
1990,43,.
1990,44,.
1990,45,.
1990,46,.
1990,47,.
1990,48,.
1990,49,.
1990,50,.
1990,51,.
1990,52,.
1990,53,.
1990,54,.
1990,55,.
1991,12,262106
1991,13,261973
1991,14,261811
1991,15,261537
1991,16,261217
1991,17,260903
1991,18,260799
1991,19,260712
1991,20,260604
1991,21,260349.33
1991,22,260083.67
1991,23,259801
1991,24,259533.33
1991,25,259264.67
1991,26,258997
1991,27,258719.33
1991,28,258434.67
1991,29,258160
1991,30,258022
1991,31,.
1991,32,.
1991,33,.
1991,34,.
1991,35,.
1991,36,.
1991,37,.
1991,38,.
1991,39,.
1991,40,.
1991,41,.
1991,42,.
1991,43,.
1991,44,.
1991,45,.
1991,46,.
1991,47,.
1991,48,.
1991,49,.
1991,50,.
1991,51,.
1991,52,.
1991,53,.
1991,54,.
1991,55,.
1992,12,247551
1992,13,247394
1992,14,247125
1992,15,246820
1992,16,246479
1992,17,246349
1992,18,246276
1992,19,246170
1992,20,245906.78
1992,21,245636.56
1992,22,245384.33
1992,23,245116.11
1992,24,244844.89
1992,25,244573.67
1992,26,244319.44
1992,27,244056.22
1992,28,243773
1992,29,243672
1992,30,.
1992,31,.
1992,32,.
1992,33,.
1992,34,.
1992,35,.
1992,36,.
1992,37,.
1992,38,.
1992,39,.
1992,40,.
1992,41,.
1992,42,.
1992,43,.
1992,44,.
1992,45,.
1992,46,.
1992,47,.
1992,48,.
1992,49,.
1992,50,.
1992,51,.
1992,52,.
1992,53,.
1992,54,.
1992,55,.
1993,12,237882
1993,13,237637
1993,14,237320
1993,15,237015
1993,16,236916
1993,17,236835
1993,18,236761
1993,19,236448.67
1993,20,236162.33
1993,21,235859
